datetime_from_local,datetime_to_local,value,parameter
2025-08-27T00:00:00+04:00,2025-08-28T00:00:00+04:00,10.1,pm25
2025-08-28T00:00:00+04:00,2025-08-29T00:00:00+04:00,8.97,pm25
2025-08-29T00:00:00+04:00,2025-08-30T00:00:00+04:00,9.25,pm25
2025-08-30T00:00:00+04:00,2025-08-31T00:00:00+04:00,8.35,pm25
2025-08-31T00:00:00+04:00,2025-09-01T00:00:00+04:00,7.53,pm25
2025-09-01T00:00:00+04:00,2025-09-02T00:00:00+04:00,9.47,pm25
2025-09-02T00:00:00+04:00,2025-09-03T00:00:00+04:00,8.41,pm25
2025-09-03T00:00:00+04:00,2025-09-04T00:00:00+04:00,8.12,pm25
2025-09-04T00:00:00+04:00,2025-09-05T00:00:00+04:00,8.43,pm25
2025-09-05T00:00:00+04:00,2025-09-06T00:00:00+04:00,8.09,pm25
2025-09-06T00:00:00+04:00,2025-09-07T00:00:00+04:00,8.3,pm25
2025-09-07T00:00:00+04:00,2025-09-08T00:00:00+04:00,8.67,pm25
2025-09-08T00:00:00+04:00,2025-09-09T00:00:00+04:00,9.03,pm25
2025-09-09T00:00:00+04:00,2025-09-10T00:00:00+04:00,8.85,pm25
2025-09-10T00:00:00+04:00,2025-09-11T00:00:00+04:00,7.9,pm25
2025-09-11T00:00:00+04:00,2025-09-12T00:00:00+04:00,6.16,pm25
2025-09-12T00:00:00+04:00,2025-09-13T00:00:00+04:00,5.89,pm25
2025-09-13T00:00:00+04:00,2025-09-14T00:00:00+04:00,5.27,pm25
2025-09-14T00:00:00+04:00,2025-09-15T00:00:00+04:00,5.71,pm25
2025-09-15T00:00:00+04:00,2025-09-16T00:00:00+04:00,5.83,pm25
2025-09-16T00:00:00+04:00,2025-09-17T00:00:00+04:00,7.09,pm25
2025-09-17T00:00:00+04:00,2025-09-18T00:00:00+04:00,6.0,pm25
2025-09-18T00:00:00+04:00,2025-09-19T00:00:00+04:00,6.71,pm25
2025-09-19T00:00:00+04:00,2025-09-20T00:00:00+04:00,4.71,pm25
2025-09-20T00:00:00+04:00,2025-09-21T00:00:00+04:00,3.66,pm25
2025-09-21T00:00:00+04:00,2025-09-22T00:00:00+04:00,4.23,pm25
2025-09-22T00:00:00+04:00,2025-09-23T00:00:00+04:00,4.46,pm25
2025-09-23T00:00:00+04:00,2025-09-24T00:00:00+04:00,5.12,pm25
2025-09-24T00:00:00+04:00,2025-09-25T00:00:00+04:00,6.79,pm25
2025-09-25T00:00:00+04:00,2025-09-26T00:00:00+04:00,7.24,pm25
2025-09-26T00:00:00+04:00,2025-09-27T00:00:00+04:00,6.98,pm25
2025-09-27T00:00:00+04:00,2025-09-28T00:00:00+04:00,7.5,pm25
2025-09-28T00:00:00+04:00,2025-09-29T00:00:00+04:00,8.11,pm25
2025-09-29T00:00:00+04:00,2025-09-30T00:00:00+04:00,8.28,pm25
2025-09-30T00:00:00+04:00,2025-10-01T00:00:00+04:00,7.66,pm25
2025-10-01T00:00:00+04:00,2025-10-02T00:00:00+04:00,5.18,pm25
2025-10-02T00:00:00+04:00,2025-10-03T00:00:00+04:00,17.2,pm25
2025-10-03T00:00:00+04:00,2025-10-04T00:00:00+04:00,9.17,pm25
2025-10-04T00:00:00+04:00,2025-10-05T00:00:00+04:00,11.8,pm25
2025-10-05T00:00:00+04:00,2025-10-06T00:00:00+04:00,9.32,pm25
2025-10-06T00:00:00+04:00,2025-10-07T00:00:00+04:00,9.21,pm25
2025-10-07T00:00:00+04:00,2025-10-08T00:00:00+04:00,9.57,pm25
2025-10-08T00:00:00+04:00,2025-10-09T00:00:00+04:00,8.86,pm25
2025-10-09T00:00:00+04:00,2025-10-10T00:00:00+04:00,7.78,pm25
2025-10-10T00:00:00+04:00,2025-10-11T00:00:00+04:00,4.76,pm25
2025-10-11T00:00:00+04:00,2025-10-12T00:00:00+04:00,16.3,pm25
2025-10-12T00:00:00+04:00,2025-10-13T00:00:00+04:00,7.68,pm25
2025-10-13T00:00:00+04:00,2025-10-14T00:00:00+04:00,4.81,pm25
2025-10-14T00:00:00+04:00,2025-10-15T00:00:00+04:00,5.51,pm25
2025-10-15T00:00:00+04:00,2025-10-16T00:00:00+04:00,8.76,pm25
2025-10-16T00:00:00+04:00,2025-10-17T00:00:00+04:00,9.83,pm25
2025-10-17T00:00:00+04:00,2025-10-18T00:00:00+04:00,9.44,pm25
2025-10-18T00:00:00+04:00,2025-10-19T00:00:00+04:00,14.1,pm25
2025-10-19T00:00:00+04:00,2025-10-20T00:00:00+04:00,13.7,pm25
2025-10-20T00:00:00+04:00,2025-10-21T00:00:00+04:00,11.0,pm25
2025-10-21T00:00:00+04:00,2025-10-22T00:00:00+04:00,9.98,pm25
2025-10-22T00:00:00+04:00,2025-10-23T00:00:00+04:00,13.3,pm25
2025-10-23T00:00:00+04:00,2025-10-24T00:00:00+04:00,7.4,pm25
2025-10-24T00:00:00+04:00,2025-10-25T00:00:00+04:00,7.63,pm25
2025-10-25T00:00:00+04:00,2025-10-26T00:00:00+04:00,14.1,pm25
2025-10-26T00:00:00+04:00,2025-10-27T00:00:00+04:00,11.0,pm25
2025-10-27T00:00:00+04:00,2025-10-28T00:00:00+04:00,4.8,pm25
2025-10-28T00:00:00+04:00,2025-10-29T00:00:00+04:00,10.6,pm25
2025-10-29T00:00:00+04:00,2025-10-30T00:00:00+04:00,7.07,pm25
2025-10-30T00:00:00+04:00,2025-10-31T00:00:00+04:00,4.51,pm25
2025-10-31T00:00:00+04:00,2025-11-01T00:00:00+04:00,9.45,pm25
2025-11-01T00:00:00+04:00,2025-11-02T00:00:00+04:00,16.0,pm25
2025-11-02T00:00:00+04:00,2025-11-03T00:00:00+04:00,19.4,pm25
2025-11-03T00:00:00+04:00,2025-11-04T00:00:00+04:00,22.2,pm25
2025-11-04T00:00:00+04:00,2025-11-05T00:00:00+04:00,22.3,pm25
2025-11-05T00:00:00+04:00,2025-11-06T00:00:00+04:00,23.7,pm25
2025-11-06T00:00:00+04:00,2025-11-07T00:00:00+04:00,31.7,pm25
2025-11-07T00:00:00+04:00,2025-11-08T00:00:00+04:00,34.2,pm25
2025-11-08T00:00:00+04:00,2025-11-09T00:00:00+04:00,29.9,pm25
2025-11-09T00:00:00+04:00,2025-11-10T00:00:00+04:00,24.3,pm25
2025-11-10T00:00:00+04:00,2025-11-11T00:00:00+04:00,27.9,pm25
2025-11-11T00:00:00+04:00,2025-11-12T00:00:00+04:00,29.0,pm25
2025-11-12T00:00:00+04:00,2025-11-13T00:00:00+04:00,28.3,pm25
2025-11-13T00:00:00+04:00,2025-11-14T00:00:00+04:00,27.0,pm25
2025-11-14T00:00:00+04:00,2025-11-15T00:00:00+04:00,28.9,pm25
2025-11-15T00:00:00+04:00,2025-11-16T00:00:00+04:00,25.3,pm25
2025-11-16T00:00:00+04:00,2025-11-17T00:00:00+04:00,29.4,pm25
2025-11-17T00:00:00+04:00,2025-11-18T00:00:00+04:00,17.7,pm25
2025-11-18T00:00:00+04:00,2025-11-19T00:00:00+04:00,20.6,pm25
2025-11-19T00:00:00+04:00,2025-11-20T00:00:00+04:00,30.5,pm25
2025-11-20T00:00:00+04:00,2025-11-21T00:00:00+04:00,34.8,pm25
2025-11-21T00:00:00+04:00,2025-11-22T00:00:00+04:00,37.3,pm25
2025-11-22T00:00:00+04:00,2025-11-23T00:00:00+04:00,39.9,pm25
2025-11-23T00:00:00+04:00,2025-11-24T00:00:00+04:00,49.1,pm25
2025-11-24T00:00:00+04:00,2025-11-25T00:00:00+04:00,52.1,pm25
2025-11-25T00:00:00+04:00,2025-11-26T00:00:00+04:00,60.0,pm25
2025-11-26T00:00:00+04:00,2025-11-27T00:00:00+04:00,64.6,pm25
2025-11-27T00:00:00+04:00,2025-11-28T00:00:00+04:00,53.5,pm25
2025-11-28T00:00:00+04:00,2025-11-29T00:00:00+04:00,47.3,pm25
2025-11-29T00:00:00+04:00,2025-11-30T00:00:00+04:00,51.6,pm25
2025-11-30T00:00:00+04:00,2025-12-01T00:00:00+04:00,53.5,pm25
2025-12-01T00:00:00+04:00,2025-12-02T00:00:00+04:00,52.5,pm25
2025-12-02T00:00:00+04:00,2025-12-03T00:00:00+04:00,32.6,pm25
2025-12-03T00:00:00+04:00,2025-12-04T00:00:00+04:00,28.3,pm25
2025-12-04T00:00:00+04:00,2025-12-05T00:00:00+04:00,25.1,pm25
2025-12-05T00:00:00+04:00,2025-12-06T00:00:00+04:00,33.0,pm25
2025-12-06T00:00:00+04:00,2025-12-07T00:00:00+04:00,65.7,pm25
2025-12-07T00:00:00+04:00,2025-12-08T00:00:00+04:00,63.4,pm25
2025-12-08T00:00:00+04:00,2025-12-09T00:00:00+04:00,45.8,pm25
